2017-09-20 13:56:48 Jepsen starting etcd :--log-output :stderr :--name ec2-18-194-52-75.eu-central-1.compute.amazonaws.com :--listen-peer-urls http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380 :--listen-client-urls http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380 :--initial-cluster ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:56:48.661139 I | etcdmain: etcd Version: 3.1.5
2017-09-20 13:56:48.661169 I | etcdmain: Git SHA: 20490ca
2017-09-20 13:56:48.661173 I | etcdmain: Go Version: go1.7.5
2017-09-20 13:56:48.661177 I | etcdmain: Go OS/Arch: linux/amd64
2017-09-20 13:56:48.661182 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2017-09-20 13:56:48.661189 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-194-52-75.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 13:56:48.661200 W | embed: expected IP in URL for binding (http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380)
2017-09-20 13:56:48.661209 W | embed: expected IP in URL for binding (http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379)
2017-09-20 13:56:48.663884 I | embed: listening for peers on http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:56:48.664307 I | embed: listening for client requests on ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379
2017-09-20 13:56:48.670133 I | pkg/netutil: resolving ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380 to 172.31.20.19:2380
2017-09-20 13:56:48.670544 I | pkg/netutil: resolving ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380 to 172.31.20.19:2380
2017-09-20 13:56:52.671551 I | etcdserver: name = ec2-18-194-52-75.eu-central-1.compute.amazonaws.com
2017-09-20 13:56:52.671593 I | etcdserver: data dir = ec2-18-194-52-75.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 13:56:52.671601 I | etcdserver: member dir = ec2-18-194-52-75.eu-central-1.compute.amazonaws.com.etcd/member
2017-09-20 13:56:52.671606 I | etcdserver: heartbeat = 100ms
2017-09-20 13:56:52.671610 I | etcdserver: election = 1000ms
2017-09-20 13:56:52.671617 I | etcdserver: snapshot count = 10000
2017-09-20 13:56:52.671630 I | etcdserver: advertise client URLs = http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379
2017-09-20 13:56:52.671636 I | etcdserver: initial advertise peer URLs = http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:56:52.671658 I | etcdserver: initial cluster = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:56:52.676145 I | etcdserver: starting member fe045def5d726446 in cluster 663a90b2fc437693
2017-09-20 13:56:52.676170 I | raft: fe045def5d726446 became follower at term 0
2017-09-20 13:56:52.676179 I | raft: newRaft fe045def5d726446 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2017-09-20 13:56:52.676190 I | raft: fe045def5d726446 became follower at term 1
2017-09-20 13:56:52.694727 I | rafthttp: starting peer 1ff51c47e4f95221...
2017-09-20 13:56:52.694775 I | rafthttp: started HTTP pipelining with peer 1ff51c47e4f95221
2017-09-20 13:56:52.697036 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 13:56:52.699060 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 13:56:52.699100 I | rafthttp: started peer 1ff51c47e4f95221
2017-09-20 13:56:52.699114 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream MsgApp v2 reader)
2017-09-20 13:56:52.699138 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream Message reader)
2017-09-20 13:56:52.699284 I | rafthttp: added peer 1ff51c47e4f95221
2017-09-20 13:56:52.699310 I | rafthttp: starting peer 4947815f01d43c9c...
2017-09-20 13:56:52.699338 I | rafthttp: started HTTP pipelining with peer 4947815f01d43c9c
2017-09-20 13:56:52.701250 I | rafthttp: started streaming with peer 4947815f01d43c9c (writer)
2017-09-20 13:56:52.702919 I | rafthttp: started peer 4947815f01d43c9c
2017-09-20 13:56:52.702941 I | rafthttp: added peer 4947815f01d43c9c
