2017-09-20 14:56:29 Jepsen starting etcd :--log-output :stderr :--name ec2-18-194-87-54.eu-central-1.compute.amazonaws.com :--listen-peer-urls http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380 :--listen-client-urls http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380 :--initial-cluster ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 14:56:29.467625 I | etcdmain: etcd Version: 3.1.5
2017-09-20 14:56:29.467663 I | etcdmain: Git SHA: 20490ca
2017-09-20 14:56:29.467668 I | etcdmain: Go Version: go1.7.5
2017-09-20 14:56:29.467672 I | etcdmain: Go OS/Arch: linux/amd64
2017-09-20 14:56:29.467677 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2017-09-20 14:56:29.467684 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-194-87-54.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 14:56:29.467696 W | embed: expected IP in URL for binding (http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380)
2017-09-20 14:56:29.467702 W | embed: expected IP in URL for binding (http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2379)
2017-09-20 14:56:29.469182 I | embed: listening for peers on http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380
2017-09-20 14:56:29.469694 I | embed: listening for client requests on ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2379
2017-09-20 14:56:29.474664 I | pkg/netutil: resolving ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380 to 172.31.16.40:2380
2017-09-20 14:56:29.475132 I | pkg/netutil: resolving ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380 to 172.31.16.40:2380
2017-09-20 14:56:33.476080 I | etcdserver: name = ec2-18-194-87-54.eu-central-1.compute.amazonaws.com
2017-09-20 14:56:33.476110 I | etcdserver: data dir = ec2-18-194-87-54.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 14:56:33.476117 I | etcdserver: member dir = ec2-18-194-87-54.eu-central-1.compute.amazonaws.com.etcd/member
2017-09-20 14:56:33.476122 I | etcdserver: heartbeat = 100ms
2017-09-20 14:56:33.476127 I | etcdserver: election = 1000ms
2017-09-20 14:56:33.476131 I | etcdserver: snapshot count = 10000
2017-09-20 14:56:33.476143 I | etcdserver: advertise client URLs = http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2379
2017-09-20 14:56:33.476149 I | etcdserver: initial advertise peer URLs = http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380
2017-09-20 14:56:33.476184 I | etcdserver: initial cluster = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 14:56:33.480522 I | etcdserver: starting member 1ff51c47e4f95221 in cluster 663a90b2fc437693
2017-09-20 14:56:33.480546 I | raft: 1ff51c47e4f95221 became follower at term 0
2017-09-20 14:56:33.480555 I | raft: newRaft 1ff51c47e4f95221 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2017-09-20 14:56:33.480566 I | raft: 1ff51c47e4f95221 became follower at term 1
2017-09-20 14:56:33.492741 I | rafthttp: starting peer 4947815f01d43c9c...
2017-09-20 14:56:33.492796 I | rafthttp: started HTTP pipelining with peer 4947815f01d43c9c
2017-09-20 14:56:33.496804 I | rafthttp: started streaming with peer 4947815f01d43c9c (writer)
2017-09-20 14:56:33.496829 I | rafthttp: started peer 4947815f01d43c9c
2017-09-20 14:56:33.496853 I | rafthttp: started streaming with peer 4947815f01d43c9c (stream MsgApp v2 reader)
2017-09-20 14:56:33.496881 I | rafthttp: started streaming with peer 4947815f01d43c9c (writer)
2017-09-20 14:56:33.496894 I | rafthttp: started streaming with peer 4947815f01d43c9c (stream Message reader)
2017-09-20 14:56:33.496994 I | rafthttp: added peer 4947815f01d43c9c
2017-09-20 14:56:33.497016 I | rafthttp: starting peer a8637664ca9721a5...
2017-09-20 14:56:33.497036 I | rafthttp: started HTTP pipelining with peer a8637664ca9721a5
2017-09-20 14:56:33.499392 I | rafthttp: started streaming with peer a8637664ca9721a5 (writer)
2017-09-20 14:56:33.500336 I | rafthttp: started streaming with peer a8637664ca9721a5 (writer)
2017-09-20 14:56:33.500716 I | rafthttp: started peer a8637664ca9721a5
2017-09-20 14:56:33.500741 I | rafthttp: added peer a8637664ca9721a5
2017-09-20 14:56:33.500757 I | rafthttp: starting peer c7674291f0333bf7...
2017-09-20 14:56:33.500774 I | rafthttp: started HTTP pipelining with peer c7674291f0333bf7
2017-09-20 14:56:33.501449 I | rafthttp: started streaming with peer a8637664ca9721a5 (stream MsgApp v2 reader)
2017-09-20 14:56:33.501662 I | rafthttp: started streaming with peer a8637664ca9721a5 (stream Message reader)
2017-09-20 14:56:33.502247 I | rafthttp: started streaming with peer c7674291f0333bf7 (writer)
2017-09-20 14:56:33.502786 I | rafthttp: started streaming with peer c7674291f0333bf7 (writer)
