2017-09-20 12:26:53 Jepsen starting etcd :--log-output :stderr :--name ec2-35-156-80-2.eu-central-1.compute.amazonaws.com :--listen-peer-urls http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380 :--listen-client-urls http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2379 :--advertise-client-urls http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380 :--initial-cluster ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 12:26:53.300906 I | etcdmain: etcd Version: 3.1.5
2017-09-20 12:26:53.300935 I | etcdmain: Git SHA: 20490ca
2017-09-20 12:26:53.300940 I | etcdmain: Go Version: go1.7.5
2017-09-20 12:26:53.300944 I | etcdmain: Go OS/Arch: linux/amd64
2017-09-20 12:26:53.300949 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2017-09-20 12:26:53.300956 W | etcdmain: no data-dir provided, using default data-dir ./ec2-35-156-80-2.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 12:26:53.300968 W | embed: expected IP in URL for binding (http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380)
2017-09-20 12:26:53.300973 W | embed: expected IP in URL for binding (http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2379)
2017-09-20 12:26:53.302217 I | embed: listening for peers on http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 12:26:53.302650 I | embed: listening for client requests on ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2379
2017-09-20 12:26:53.308507 I | pkg/netutil: resolving ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380 to 172.31.21.212:2380
2017-09-20 12:26:53.308894 I | pkg/netutil: resolving ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380 to 172.31.21.212:2380
2017-09-20 12:26:57.309996 I | etcdserver: name = ec2-35-156-80-2.eu-central-1.compute.amazonaws.com
2017-09-20 12:26:57.310029 I | etcdserver: data dir = ec2-35-156-80-2.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 12:26:57.310037 I | etcdserver: member dir = ec2-35-156-80-2.eu-central-1.compute.amazonaws.com.etcd/member
2017-09-20 12:26:57.310053 I | etcdserver: heartbeat = 100ms
2017-09-20 12:26:57.310058 I | etcdserver: election = 1000ms
2017-09-20 12:26:57.310063 I | etcdserver: snapshot count = 10000
2017-09-20 12:26:57.310096 I | etcdserver: advertise client URLs = http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2379
2017-09-20 12:26:57.310109 I | etcdserver: initial advertise peer URLs = http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 12:26:57.310129 I | etcdserver: initial cluster = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 12:26:57.330092 I | etcdserver: starting member 4947815f01d43c9c in cluster 663a90b2fc437693
2017-09-20 12:26:57.330118 I | raft: 4947815f01d43c9c became follower at term 0
2017-09-20 12:26:57.330131 I | raft: newRaft 4947815f01d43c9c [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2017-09-20 12:26:57.330141 I | raft: 4947815f01d43c9c became follower at term 1
2017-09-20 12:26:57.338695 I | rafthttp: starting peer 1ff51c47e4f95221...
2017-09-20 12:26:57.338747 I | rafthttp: started HTTP pipelining with peer 1ff51c47e4f95221
2017-09-20 12:26:57.339936 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 12:26:57.340161 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 12:26:57.342751 I | rafthttp: started peer 1ff51c47e4f95221
2017-09-20 12:26:57.342777 I | rafthttp: added peer 1ff51c47e4f95221
2017-09-20 12:26:57.342794 I | rafthttp: starting peer a8637664ca9721a5...
2017-09-20 12:26:57.342810 I | rafthttp: started HTTP pipelining with peer a8637664ca9721a5
2017-09-20 12:26:57.343239 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream MsgApp v2 reader)
2017-09-20 12:26:57.344130 I | rafthttp: started streaming with peer a8637664ca9721a5 (writer)
2017-09-20 12:26:57.344461 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream Message reader)
2017-09-20 12:26:57.345266 I | rafthttp: started streaming with peer a8637664ca9721a5 (writer)
2017-09-20 12:26:57.345437 I | rafthttp: started peer a8637664ca9721a5
2017-09-20 12:26:57.345457 I | rafthttp: added peer a8637664ca9721a5
2017-09-20 12:26:57.345472 I | rafthttp: starting peer c7674291f0333bf7...
2017-09-20 12:26:57.345494 I | rafthttp: started HTTP pipelining with peer c7674291f0333bf7
2017-09-20 12:26:57.346139 I | rafthttp: started streaming with peer a8637664ca9721a5 (stream MsgApp v2 reader)
2017-09-20 12:26:57.346325 I | rafthttp: started streaming with peer a8637664ca9721a5 (stream Message reader)
2017-09-20 12:26:57.347614 I | rafthttp: started streaming with peer c7674291f0333bf7 (writer)
2017-09-20 12:26:57.347631 I | rafthttp: started streaming with peer c7674291f0333bf7 (writer)
2017-09-20 12:26:57.348422 I | rafthttp: started peer c7674291f0333bf7
2017-09-20 12:26:57.348447 I | rafthttp: added peer c7674291f0333bf7
2017-09-20 12:26:57.348463 I | rafthttp: starting peer fe045def5d726446...
2017-09-20 12:26:57.348489 I | rafthttp: started HTTP pipelining with peer fe045def5d726446
2017-09-20 12:26:57.350768 I | rafthttp: started peer fe045def5d726446
2017-09-20 12:26:57.350788 I | rafthttp: added peer fe045def5d726446
2017-09-20 12:26:57.350803 I | etcdserver: starting server... [version: 3.1.5, cluster version: to_be_decided]
2017-09-20 12:26:57.351078 I | rafthttp: started streaming with peer c7674291f0333bf7 (stream MsgApp v2 reader)
2017-09-20 12:26:57.351235 I | rafthttp: started streaming with peer c7674291f0333bf7 (stream Message reader)
2017-09-20 12:26:57.351393 I | rafthttp: started streaming with peer fe045def5d726446 (writer)
2017-09-20 12:26:57.351412 I | rafthttp: started streaming with peer fe045def5d726446 (writer)
2017-09-20 12:26:57.351451 I | rafthttp: started streaming with peer fe045def5d726446 (stream MsgApp v2 reader)
2017-09-20 12:26:57.351597 I | rafthttp: started streaming with peer fe045def5d726446 (stream Message reader)
2017-09-20 12:26:57.353332 I | etcdserver/membership: added member 1ff51c47e4f95221 [http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 12:26:57.353447 I | etcdserver/membership: added member 4947815f01d43c9c [http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 12:26:57.353562 I | rafthttp: peer c7674291f0333bf7 became active
2017-09-20 12:26:57.353595 I | rafthttp: established a TCP streaming connection with peer c7674291f0333bf7 (stream Message writer)
2017-09-20 12:26:57.353611 I | etcdserver/membership: added member a8637664ca9721a5 [http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 12:26:57.353765 I | etcdserver/membership: added member c7674291f0333bf7 [http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 12:26:57.353936 I | etcdserver/membership: added member fe045def5d726446 [http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 12:26:57.355702 I | rafthttp: established a TCP streaming connection with peer c7674291f0333bf7 (stream MsgApp v2 writer)
2017-09-20 12:26:57.355753 I | rafthttp: established a TCP streaming connection with peer c7674291f0333bf7 (stream MsgApp v2 reader)
2017-09-20 12:26:57.358216 I | rafthttp: established a TCP streaming connection with peer c7674291f0333bf7 (stream Message reader)
2017-09-20 12:26:57.358994 I | rafthttp: peer fe045def5d726446 became active
2017-09-20 12:26:57.359007 I | rafthttp: established a TCP streaming connection with peer fe045def5d726446 (stream Message writer)
2017-09-20 12:26:57.363923 I | rafthttp: peer 1ff51c47e4f95221 became active
2017-09-20 12:26:57.363945 I | rafthttp: established a TCP streaming connection with peer 1ff51c47e4f95221 (stream Message writer)
2017-09-20 12:26:57.364020 I | rafthttp: established a TCP streaming connection with peer fe045def5d726446 (stream MsgApp v2 reader)
2017-09-20 12:26:57.364202 I | rafthttp: established a TCP streaming connection with peer 1ff51c47e4f95221 (stream MsgApp v2 writer)
2017-09-20 12:26:57.364258 I | rafthttp: established a TCP streaming connection with peer 1ff51c47e4f95221 (stream MsgApp v2 reader)
2017-09-20 12:26:57.364342 I | rafthttp: established a TCP streaming connection with peer 1ff51c47e4f95221 (stream Message reader)
2017-09-20 12:26:57.364369 I | rafthttp: established a TCP streaming connection with peer fe045def5d726446 (stream MsgApp v2 writer)
2017-09-20 12:26:57.365924 I | rafthttp: established a TCP streaming connection with peer fe045def5d726446 (stream Message reader)
2017-09-20 12:26:57.366019 I | rafthttp: peer a8637664ca9721a5 became active
2017-09-20 12:26:57.366030 I | rafthttp: established a TCP streaming connection with peer a8637664ca9721a5 (stream Message reader)
2017-09-20 12:26:57.366175 I | rafthttp: established a TCP streaming connection with peer a8637664ca9721a5 (stream MsgApp v2 reader)
2017-09-20 12:26:57.368881 I | rafthttp: established a TCP streaming connection with peer a8637664ca9721a5 (stream Message writer)
2017-09-20 12:26:57.368996 I | rafthttp: established a TCP streaming connection with peer a8637664ca9721a5 (stream MsgApp v2 writer)
2017-09-20 12:26:57.516567 I | raft: 4947815f01d43c9c [term: 1] received a MsgVote message with higher term from 1ff51c47e4f95221 [term: 2]
2017-09-20 12:26:57.516616 I | raft: 4947815f01d43c9c became follower at term 2
2017-09-20 12:26:57.516639 I | raft: 4947815f01d43c9c [logterm: 1, index: 5, vote: 0] cast MsgVote for 1ff51c47e4f95221 [logterm: 1, index: 5] at term 2
2017-09-20 12:26:57.518058 I | raft: raft.node: 4947815f01d43c9c elected leader 1ff51c47e4f95221 at term 2
2017-09-20 12:26:57.521577 I | etcdserver: published {Name:ec2-35-156-80-2.eu-central-1.compute.amazonaws.com ClientURLs:[http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2379]} to cluster 663a90b2fc437693
2017-09-20 12:26:57.521672 E | etcdmain: forgot to set Type=notify in systemd service file?
2017-09-20 12:26:57.521687 I | embed: ready to serve client requests
2017-09-20 12:26:57.521918 N | embed: serving insecure client requests on 172.31.21.212:2379, this is strongly discouraged!
2017-09-20 12:26:57.528020 N | etcdserver/membership: set the initial cluster version to 3.1
2017-09-20 12:26:57.528054 I | etcdserver/api: enabled capabilities for version 3.1
