2017-09-20 15:02:16 Jepsen starting etcd :--log-output :stderr :--name ec2-18-196-0-107.eu-central-1.compute.amazonaws.com :--listen-peer-urls http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380 :--listen-client-urls http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380 :--initial-cluster ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 15:02:16.342796 I | etcdmain: etcd Version: 3.1.5
2017-09-20 15:02:16.342827 I | etcdmain: Git SHA: 20490ca
2017-09-20 15:02:16.342831 I | etcdmain: Go Version: go1.7.5
2017-09-20 15:02:16.342835 I | etcdmain: Go OS/Arch: linux/amd64
2017-09-20 15:02:16.342839 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2017-09-20 15:02:16.342847 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-196-0-107.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 15:02:16.342859 W | embed: expected IP in URL for binding (http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380)
2017-09-20 15:02:16.342865 W | embed: expected IP in URL for binding (http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379)
2017-09-20 15:02:16.344108 I | embed: listening for peers on http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380
2017-09-20 15:02:16.344520 I | embed: listening for client requests on ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379
2017-09-20 15:02:16.350277 I | pkg/netutil: resolving ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380 to 172.31.31.54:2380
2017-09-20 15:02:16.350640 I | pkg/netutil: resolving ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380 to 172.31.31.54:2380
2017-09-20 15:02:20.351604 I | etcdserver: name = ec2-18-196-0-107.eu-central-1.compute.amazonaws.com
2017-09-20 15:02:20.351636 I | etcdserver: data dir = ec2-18-196-0-107.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 15:02:20.351643 I | etcdserver: member dir = ec2-18-196-0-107.eu-central-1.compute.amazonaws.com.etcd/member
2017-09-20 15:02:20.351648 I | etcdserver: heartbeat = 100ms
2017-09-20 15:02:20.351652 I | etcdserver: election = 1000ms
2017-09-20 15:02:20.351657 I | etcdserver: snapshot count = 10000
2017-09-20 15:02:20.351669 I | etcdserver: advertise client URLs = http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379
2017-09-20 15:02:20.351675 I | etcdserver: initial advertise peer URLs = http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380
2017-09-20 15:02:20.351702 I | etcdserver: initial cluster = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 15:02:20.358637 I | etcdserver: starting member c7674291f0333bf7 in cluster 663a90b2fc437693
2017-09-20 15:02:20.358665 I | raft: c7674291f0333bf7 became follower at term 0
2017-09-20 15:02:20.358678 I | raft: newRaft c7674291f0333bf7 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2017-09-20 15:02:20.358689 I | raft: c7674291f0333bf7 became follower at term 1
2017-09-20 15:02:20.373828 I | rafthttp: starting peer 1ff51c47e4f95221...
2017-09-20 15:02:20.373875 I | rafthttp: started HTTP pipelining with peer 1ff51c47e4f95221
2017-09-20 15:02:20.377251 I | rafthttp: started peer 1ff51c47e4f95221
2017-09-20 15:02:20.377281 I | rafthttp: added peer 1ff51c47e4f95221
2017-09-20 15:02:20.377301 I | rafthttp: starting peer 4947815f01d43c9c...
2017-09-20 15:02:20.377322 I | rafthttp: started HTTP pipelining with peer 4947815f01d43c9c
2017-09-20 15:02:20.378403 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 15:02:20.378544 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 15:02:20.378584 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream MsgApp v2 reader)
2017-09-20 15:02:20.378827 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream Message reader)
