2017-09-20 14:33:32 Jepsen starting etcd :--log-output :stderr :--name ec2-18-196-0-107.eu-central-1.compute.amazonaws.com :--listen-peer-urls http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380 :--listen-client-urls http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380 :--initial-cluster ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 14:33:32.469812 I | etcdmain: etcd Version: 3.1.5
2017-09-20 14:33:32.469840 I | etcdmain: Git SHA: 20490ca
2017-09-20 14:33:32.469845 I | etcdmain: Go Version: go1.7.5
2017-09-20 14:33:32.469849 I | etcdmain: Go OS/Arch: linux/amd64
2017-09-20 14:33:32.469853 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2017-09-20 14:33:32.469860 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-196-0-107.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 14:33:32.469871 W | embed: expected IP in URL for binding (http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380)
2017-09-20 14:33:32.469877 W | embed: expected IP in URL for binding (http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379)
2017-09-20 14:33:32.471141 I | embed: listening for peers on http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380
2017-09-20 14:33:32.471519 I | embed: listening for client requests on ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379
2017-09-20 14:33:32.478574 I | pkg/netutil: resolving ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380 to 172.31.31.54:2380
2017-09-20 14:33:32.478925 I | pkg/netutil: resolving ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380 to 172.31.31.54:2380
2017-09-20 14:33:36.479994 I | etcdserver: name = ec2-18-196-0-107.eu-central-1.compute.amazonaws.com
2017-09-20 14:33:36.480025 I | etcdserver: data dir = ec2-18-196-0-107.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 14:33:36.480033 I | etcdserver: member dir = ec2-18-196-0-107.eu-central-1.compute.amazonaws.com.etcd/member
2017-09-20 14:33:36.480037 I | etcdserver: heartbeat = 100ms
2017-09-20 14:33:36.480049 I | etcdserver: election = 1000ms
2017-09-20 14:33:36.480054 I | etcdserver: snapshot count = 10000
2017-09-20 14:33:36.480078 I | etcdserver: advertise client URLs = http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2379
2017-09-20 14:33:36.480085 I | etcdserver: initial advertise peer URLs = http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380
2017-09-20 14:33:36.480109 I | etcdserver: initial cluster = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 14:33:36.487421 I | etcdserver: starting member c7674291f0333bf7 in cluster 663a90b2fc437693
2017-09-20 14:33:36.487450 I | raft: c7674291f0333bf7 became follower at term 0
2017-09-20 14:33:36.487460 I | raft: newRaft c7674291f0333bf7 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2017-09-20 14:33:36.487471 I | raft: c7674291f0333bf7 became follower at term 1
2017-09-20 14:33:36.500846 I | rafthttp: starting peer 1ff51c47e4f95221...
2017-09-20 14:33:36.500886 I | rafthttp: started HTTP pipelining with peer 1ff51c47e4f95221
2017-09-20 14:33:36.503153 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 14:33:36.505204 I | rafthttp: started peer 1ff51c47e4f95221
2017-09-20 14:33:36.505230 I | rafthttp: added peer 1ff51c47e4f95221
2017-09-20 14:33:36.505248 I | rafthttp: starting peer 4947815f01d43c9c...
2017-09-20 14:33:36.505260 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream MsgApp v2 reader)
2017-09-20 14:33:36.505283 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 14:33:36.505313 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream Message reader)
