2017-09-20 13:12:04 Jepsen starting etcd :--log-output :stderr :--name ec2-18-194-52-75.eu-central-1.compute.amazonaws.com :--listen-peer-urls http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380 :--listen-client-urls http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380 :--initial-cluster ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:12:04.266731 I | etcdmain: etcd Version: 3.1.5
2017-09-20 13:12:04.266761 I | etcdmain: Git SHA: 20490ca
2017-09-20 13:12:04.266765 I | etcdmain: Go Version: go1.7.5
2017-09-20 13:12:04.266770 I | etcdmain: Go OS/Arch: linux/amd64
2017-09-20 13:12:04.266774 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2017-09-20 13:12:04.266784 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-194-52-75.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 13:12:04.266795 W | embed: expected IP in URL for binding (http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380)
2017-09-20 13:12:04.266801 W | embed: expected IP in URL for binding (http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379)
2017-09-20 13:12:04.267999 I | embed: listening for peers on http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:12:04.268389 I | embed: listening for client requests on ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379
2017-09-20 13:12:04.274350 I | pkg/netutil: resolving ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380 to 172.31.20.19:2380
2017-09-20 13:12:04.274726 I | pkg/netutil: resolving ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380 to 172.31.20.19:2380
2017-09-20 13:12:08.275735 I | etcdserver: name = ec2-18-194-52-75.eu-central-1.compute.amazonaws.com
2017-09-20 13:12:08.275776 I | etcdserver: data dir = ec2-18-194-52-75.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 13:12:08.275783 I | etcdserver: member dir = ec2-18-194-52-75.eu-central-1.compute.amazonaws.com.etcd/member
2017-09-20 13:12:08.275788 I | etcdserver: heartbeat = 100ms
2017-09-20 13:12:08.275793 I | etcdserver: election = 1000ms
2017-09-20 13:12:08.275797 I | etcdserver: snapshot count = 10000
2017-09-20 13:12:08.275809 I | etcdserver: advertise client URLs = http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2379
2017-09-20 13:12:08.275815 I | etcdserver: initial advertise peer URLs = http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:12:08.275838 I | etcdserver: initial cluster = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:12:08.281366 I | etcdserver: starting member fe045def5d726446 in cluster 663a90b2fc437693
2017-09-20 13:12:08.281417 I | raft: fe045def5d726446 became follower at term 0
2017-09-20 13:12:08.281437 I | raft: newRaft fe045def5d726446 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2017-09-20 13:12:08.281459 I | raft: fe045def5d726446 became follower at term 1
2017-09-20 13:12:08.294264 I | rafthttp: starting peer 1ff51c47e4f95221...
2017-09-20 13:12:08.294300 I | rafthttp: started HTTP pipelining with peer 1ff51c47e4f95221
2017-09-20 13:12:08.296376 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 13:12:08.298414 I | rafthttp: started peer 1ff51c47e4f95221
2017-09-20 13:12:08.298445 I | rafthttp: added peer 1ff51c47e4f95221
2017-09-20 13:12:08.298463 I | rafthttp: starting peer 4947815f01d43c9c...
2017-09-20 13:12:08.298470 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream Message reader)
2017-09-20 13:12:08.298496 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 13:12:08.298578 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream MsgApp v2 reader)
2017-09-20 13:12:08.298670 I | rafthttp: started HTTP pipelining with peer 4947815f01d43c9c
2017-09-20 13:12:08.300842 I | rafthttp: started streaming with peer 4947815f01d43c9c (writer)
2017-09-20 13:12:08.302520 I | rafthttp: started peer 4947815f01d43c9c
2017-09-20 13:12:08.302563 I | rafthttp: added peer 4947815f01d43c9c
2017-09-20 13:12:08.302583 I | rafthttp: starting peer a8637664ca9721a5...
2017-09-20 13:12:08.302606 I | rafthttp: started HTTP pipelining with peer a8637664ca9721a5
2017-09-20 13:12:08.303816 I | rafthttp: started streaming with peer a8637664ca9721a5 (writer)
2017-09-20 13:12:08.303830 I | rafthttp: started streaming with peer 4947815f01d43c9c (stream Message reader)
2017-09-20 13:12:08.304313 I | rafthttp: started streaming with peer a8637664ca9721a5 (writer)
2017-09-20 13:12:08.304330 I | rafthttp: started streaming with peer 4947815f01d43c9c (stream MsgApp v2 reader)
