2017-09-20 13:45:32 Jepsen starting etcd :--log-output :stderr :--name ec2-18-194-134-185.eu-central-1.compute.amazonaws.com :--listen-peer-urls http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380 :--listen-client-urls http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380 :--initial-cluster ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:45:32.636036 I | etcdmain: etcd Version: 3.1.5
2017-09-20 13:45:32.636066 I | etcdmain: Git SHA: 20490ca
2017-09-20 13:45:32.636071 I | etcdmain: Go Version: go1.7.5
2017-09-20 13:45:32.636075 I | etcdmain: Go OS/Arch: linux/amd64
2017-09-20 13:45:32.636079 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2017-09-20 13:45:32.636087 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-194-134-185.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 13:45:32.636099 W | embed: expected IP in URL for binding (http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380)
2017-09-20 13:45:32.636105 W | embed: expected IP in URL for binding (http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2379)
2017-09-20 13:45:32.637913 I | embed: listening for peers on http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:45:32.638406 I | embed: listening for client requests on ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2379
2017-09-20 13:45:32.645360 I | pkg/netutil: resolving ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380 to 172.31.30.184:2380
2017-09-20 13:45:32.646121 I | pkg/netutil: resolving ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380 to 172.31.30.184:2380
2017-09-20 13:45:36.647089 I | etcdserver: name = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com
2017-09-20 13:45:36.647119 I | etcdserver: data dir = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com.etcd
2017-09-20 13:45:36.647126 I | etcdserver: member dir = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com.etcd/member
2017-09-20 13:45:36.647131 I | etcdserver: heartbeat = 100ms
2017-09-20 13:45:36.647135 I | etcdserver: election = 1000ms
2017-09-20 13:45:36.647140 I | etcdserver: snapshot count = 10000
2017-09-20 13:45:36.647152 I | etcdserver: advertise client URLs = http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2379
2017-09-20 13:45:36.647158 I | etcdserver: initial advertise peer URLs = http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:45:36.647194 I | etcdserver: initial cluster = ec2-18-194-134-185.eu-central-1.compute.amazonaws.com=http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-52-75.eu-central-1.compute.amazonaws.com=http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380,ec2-18-194-87-54.eu-central-1.compute.amazonaws.com=http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380,ec2-18-196-0-107.eu-central-1.compute.amazonaws.com=http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380,ec2-35-156-80-2.eu-central-1.compute.amazonaws.com=http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380
2017-09-20 13:45:36.653696 I | etcdserver: starting member a8637664ca9721a5 in cluster 663a90b2fc437693
2017-09-20 13:45:36.653729 I | raft: a8637664ca9721a5 became follower at term 0
2017-09-20 13:45:36.653740 I | raft: newRaft a8637664ca9721a5 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2017-09-20 13:45:36.653756 I | raft: a8637664ca9721a5 became follower at term 1
2017-09-20 13:45:36.668057 I | rafthttp: starting peer 1ff51c47e4f95221...
2017-09-20 13:45:36.668099 I | rafthttp: started HTTP pipelining with peer 1ff51c47e4f95221
2017-09-20 13:45:36.669523 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 13:45:36.672237 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (writer)
2017-09-20 13:45:36.672250 I | rafthttp: started peer 1ff51c47e4f95221
2017-09-20 13:45:36.672262 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream MsgApp v2 reader)
2017-09-20 13:45:36.672293 I | rafthttp: started streaming with peer 1ff51c47e4f95221 (stream Message reader)
2017-09-20 13:45:36.672420 I | rafthttp: added peer 1ff51c47e4f95221
2017-09-20 13:45:36.672443 I | rafthttp: starting peer 4947815f01d43c9c...
2017-09-20 13:45:36.672476 I | rafthttp: started HTTP pipelining with peer 4947815f01d43c9c
2017-09-20 13:45:36.674163 I | rafthttp: started streaming with peer 4947815f01d43c9c (writer)
2017-09-20 13:45:36.675834 I | rafthttp: started peer 4947815f01d43c9c
2017-09-20 13:45:36.675856 I | rafthttp: added peer 4947815f01d43c9c
2017-09-20 13:45:36.675886 I | rafthttp: starting peer c7674291f0333bf7...
2017-09-20 13:45:36.675915 I | rafthttp: started HTTP pipelining with peer c7674291f0333bf7
2017-09-20 13:45:36.676892 I | rafthttp: started streaming with peer 4947815f01d43c9c (stream MsgApp v2 reader)
2017-09-20 13:45:36.677784 I | rafthttp: started streaming with peer 4947815f01d43c9c (writer)
2017-09-20 13:45:36.677797 I | rafthttp: started streaming with peer 4947815f01d43c9c (stream Message reader)
2017-09-20 13:45:36.678226 I | rafthttp: started streaming with peer c7674291f0333bf7 (writer)
2017-09-20 13:45:36.678566 I | rafthttp: started peer c7674291f0333bf7
2017-09-20 13:45:36.678587 I | rafthttp: added peer c7674291f0333bf7
2017-09-20 13:45:36.678629 I | rafthttp: starting peer fe045def5d726446...
2017-09-20 13:45:36.678652 I | rafthttp: started HTTP pipelining with peer fe045def5d726446
2017-09-20 13:45:36.680649 I | rafthttp: started peer fe045def5d726446
2017-09-20 13:45:36.680671 I | rafthttp: added peer fe045def5d726446
2017-09-20 13:45:36.680686 I | etcdserver: starting server... [version: 3.1.5, cluster version: to_be_decided]
2017-09-20 13:45:36.680953 I | rafthttp: started streaming with peer fe045def5d726446 (writer)
2017-09-20 13:45:36.680998 I | rafthttp: started streaming with peer c7674291f0333bf7 (stream MsgApp v2 reader)
2017-09-20 13:45:36.681214 I | rafthttp: started streaming with peer c7674291f0333bf7 (stream Message reader)
2017-09-20 13:45:36.681308 I | rafthttp: started streaming with peer fe045def5d726446 (writer)
2017-09-20 13:45:36.681370 I | rafthttp: started streaming with peer fe045def5d726446 (stream MsgApp v2 reader)
2017-09-20 13:45:36.681564 I | rafthttp: started streaming with peer fe045def5d726446 (stream Message reader)
2017-09-20 13:45:36.682317 I | rafthttp: peer fe045def5d726446 became active
2017-09-20 13:45:36.682346 I | rafthttp: established a TCP streaming connection with peer fe045def5d726446 (stream Message writer)
2017-09-20 13:45:36.683551 I | rafthttp: started streaming with peer c7674291f0333bf7 (writer)
2017-09-20 13:45:36.683820 I | rafthttp: peer 1ff51c47e4f95221 became active
2017-09-20 13:45:36.683837 I | rafthttp: established a TCP streaming connection with peer 1ff51c47e4f95221 (stream MsgApp v2 writer)
2017-09-20 13:45:36.683857 I | rafthttp: peer c7674291f0333bf7 became active
2017-09-20 13:45:36.683879 I | rafthttp: established a TCP streaming connection with peer c7674291f0333bf7 (stream MsgApp v2 writer)
2017-09-20 13:45:36.683893 I | rafthttp: established a TCP streaming connection with peer 1ff51c47e4f95221 (stream Message writer)
2017-09-20 13:45:36.683910 I | rafthttp: established a TCP streaming connection with peer c7674291f0333bf7 (stream Message writer)
2017-09-20 13:45:36.684094 I | rafthttp: established a TCP streaming connection with peer fe045def5d726446 (stream MsgApp v2 writer)
2017-09-20 13:45:36.684354 I | etcdserver/membership: added member 1ff51c47e4f95221 [http://ec2-18-194-87-54.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 13:45:36.684421 I | rafthttp: established a TCP streaming connection with peer 1ff51c47e4f95221 (stream Message reader)
2017-09-20 13:45:36.684535 I | etcdserver/membership: added member 4947815f01d43c9c [http://ec2-35-156-80-2.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 13:45:36.684567 I | rafthttp: established a TCP streaming connection with peer 1ff51c47e4f95221 (stream MsgApp v2 reader)
2017-09-20 13:45:36.684654 I | etcdserver/membership: added member a8637664ca9721a5 [http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 13:45:36.684860 I | etcdserver/membership: added member c7674291f0333bf7 [http://ec2-18-196-0-107.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 13:45:36.684957 I | rafthttp: peer 4947815f01d43c9c became active
2017-09-20 13:45:36.684973 I | rafthttp: established a TCP streaming connection with peer 4947815f01d43c9c (stream Message writer)
2017-09-20 13:45:36.685021 I | etcdserver/membership: added member fe045def5d726446 [http://ec2-18-194-52-75.eu-central-1.compute.amazonaws.com:2380] to cluster 663a90b2fc437693
2017-09-20 13:45:36.685067 I | rafthttp: established a TCP streaming connection with peer 4947815f01d43c9c (stream MsgApp v2 reader)
2017-09-20 13:45:36.685127 I | rafthttp: established a TCP streaming connection with peer 4947815f01d43c9c (stream MsgApp v2 writer)
2017-09-20 13:45:36.685704 I | rafthttp: established a TCP streaming connection with peer 4947815f01d43c9c (stream Message reader)
2017-09-20 13:45:36.686513 I | rafthttp: established a TCP streaming connection with peer fe045def5d726446 (stream Message reader)
2017-09-20 13:45:36.686603 I | rafthttp: established a TCP streaming connection with peer fe045def5d726446 (stream MsgApp v2 reader)
2017-09-20 13:45:36.693290 I | rafthttp: established a TCP streaming connection with peer c7674291f0333bf7 (stream Message reader)
2017-09-20 13:45:36.693348 I | rafthttp: established a TCP streaming connection with peer c7674291f0333bf7 (stream MsgApp v2 reader)
2017-09-20 13:45:36.754860 I | raft: a8637664ca9721a5 is starting a new election at term 1
2017-09-20 13:45:36.754926 I | raft: a8637664ca9721a5 became candidate at term 2
2017-09-20 13:45:36.754939 I | raft: a8637664ca9721a5 received MsgVoteResp from a8637664ca9721a5 at term 2
2017-09-20 13:45:36.754949 I | raft: a8637664ca9721a5 [logterm: 1, index: 5] sent MsgVote request to c7674291f0333bf7 at term 2
2017-09-20 13:45:36.754959 I | raft: a8637664ca9721a5 [logterm: 1, index: 5] sent MsgVote request to fe045def5d726446 at term 2
2017-09-20 13:45:36.754967 I | raft: a8637664ca9721a5 [logterm: 1, index: 5] sent MsgVote request to 1ff51c47e4f95221 at term 2
2017-09-20 13:45:36.754976 I | raft: a8637664ca9721a5 [logterm: 1, index: 5] sent MsgVote request to 4947815f01d43c9c at term 2
2017-09-20 13:45:36.757339 I | raft: a8637664ca9721a5 received MsgVoteResp from fe045def5d726446 at term 2
2017-09-20 13:45:36.757353 I | raft: a8637664ca9721a5 [quorum:3] has received 2 MsgVoteResp votes and 0 vote rejections
2017-09-20 13:45:36.757426 I | raft: a8637664ca9721a5 received MsgVoteResp from 1ff51c47e4f95221 at term 2
2017-09-20 13:45:36.757437 I | raft: a8637664ca9721a5 [quorum:3] has received 3 MsgVoteResp votes and 0 vote rejections
2017-09-20 13:45:36.757469 I | raft: a8637664ca9721a5 became leader at term 2
2017-09-20 13:45:36.757481 I | raft: raft.node: a8637664ca9721a5 elected leader a8637664ca9721a5 at term 2
2017-09-20 13:45:36.762185 I | etcdserver: published {Name:ec2-18-194-134-185.eu-central-1.compute.amazonaws.com ClientURLs:[http://ec2-18-194-134-185.eu-central-1.compute.amazonaws.com:2379]} to cluster 663a90b2fc437693
2017-09-20 13:45:36.762234 E | etcdmain: forgot to set Type=notify in systemd service file?
2017-09-20 13:45:36.762251 I | embed: ready to serve client requests
2017-09-20 13:45:36.762483 N | embed: serving insecure client requests on 172.31.30.184:2379, this is strongly discouraged!
2017-09-20 13:45:36.765601 I | etcdserver: setting up the initial cluster version to 3.1
2017-09-20 13:45:36.766917 N | etcdserver/membership: set the initial cluster version to 3.1
2017-09-20 13:45:36.766954 I | etcdserver/api: enabled capabilities for version 3.1
